"Name","X","Y"
"Holy Family Kindergarten",103.90666,1.306943
"Nobleland Arts N Learning Place @ Bishan ",103.842219,1.353025
"Merlionkids @ Hillview ",103.759798,1.357757
"Thinkerstar Preschool ",103.79592,1.441771
"Cambridge @ Macpherson ",103.870048,1.328193
"Pcf Sparkletots Preschool @ Bedok Reservoir - Punggol Blk 475c (Ds)",103.9005061,1.3761683
"Pcf Sparkletots Preschool @ Braddell Heights Blk 417 (Ds)",103.874939,1.349974
"Odyssey The Global Preschool ",103.962805,1.379571
"Grace House @ Tanglin Pte Ltd",103.816321,1.294246
"Ilham Child Care ",103.753597,1.328234
"My World Preschool Ltd.",103.8400963,1.4165297
"Montessori Children's House",103.790586,1.332249
"Muhammadiyah Kindergarten",103.9155,1.322808
"Bright Kids @ Pasir Ris ",103.9342209,1.376379
"Sunflower Preschool @ Nse ",103.838693,1.43078
"My World Preschool Ltd.",103.737378,1.321836
"Iman Childcare ",103.962068,1.362189
"My World Preschool Ltd.",103.946355,1.346586
"My Prep School (Childcare)",103.912046,1.325688
"Kay Poh Road Baptist Kindergarten",103.829344,1.296499
"Gug Preschool @ Thomson ",103.845369,1.315478
"Star Learners @ One-North ",103.787542,1.295696
"Yay! Sg ",103.875613,1.345949
"Spring Brainy Kidz (Sims) ",103.8812086,1.3182285
"Shaws Cdlc @ Mountbatten ",103.896925,1.303046
"Star Learners @ Upper Bukit Timah ",103.773057,1.373062
"Pcf Sparkletots Preschool @ Macpherson Blk 54 (Cc)",103.8874699,1.3239209
"Pcf Sparkletots Preschool @ Tampines West Blk 887 (Cc)",103.931863,1.35042
"Pcf Sparkletots Preschool@Teck Ghee Blk 319 (Cc)",103.847326,1.365133
"Pcf Sparkletots Preschool @ Keat Hong Blk 484 (Cc)",103.7370119,1.376498
"Pcf Sparkletots Preschool @ Punggol Coast Blk 303a (Ds)",103.906084,1.403743
"Pcf Sparkletots Preschool @ Potong Pasir Blk 143 (Ds)",103.865965,1.332865
"Pcf Sparkletots Preschool @ Bukit Batok Blk 206 (Cc)",103.749368,1.34663
"My First Skool",103.8887,1.365973
"My First Skool",103.8323162,1.446054
"My First Skool",103.8003298,1.4398829
"Little Greenhouse @ S540 ",103.8724979,1.3746719
"Kampong Kapor Methodist Church Kindergarten",103.853965,1.306975
"Harmoni Preskool @ Buangkok ",103.8904235,1.3823089
"Hamilton Preschool",103.903622,1.390784
"Ci Ai Education Incubator",103.910352,1.401136
"Cherie Hearts @ Eastgate ",103.903276,1.304483
"Bukit Panjang Methodist Church Kindergarten",103.767383,1.361051
"Just Kids @ Bukit Panjang ",103.770363,1.385937
"Greenland Childcare @ Sumang Walk ",103.8956448,1.4028181
"Nobleland Arts N Learning Place @Clementi ",103.7658529,1.3195757
"Bright Kids School House ",103.909795,1.400101
"The Kids' Inn Joo Chiat",103.898912,1.314138
"Maplebear Early Development Pte Ltd",103.749234,1.3275999
"Discovery Planet Limited Partnership",103.875414,1.377918
"Pcf Sparkletots Preschool @ Sengkang Central Blk 292b (Kn)",103.898739,1.395418
"Pcf Sparkletots Preschool @ Changi - Simei Blk 131 (Kn)",103.953968,1.345497
"Little Seeds Preschool",103.840352,1.420418
"Cherie Hearts @ Changi Business Park ",103.965452,1.3330169
"Pcf Sparkletots Preschool @ Punggol East Blk 187b (Kn)",103.905997,1.39435
"Learning Vision @ Work ",103.796356,1.2775749
"Kinderland Preschool",103.787195,1.435152
"Kidzmonte Child Development Centre",103.963284,1.361904
"The Orange Academy (Tampines) ",103.943831,1.352738
"P&J Kindergarten",103.826329,1.357568
"Heartyland Preschool ",103.763707,1.377629
"The Orange Academy ",103.827378,1.28613
"Charis Montessori @ Blc",103.937524,1.320956
"Childfirst",103.881287,1.307532
"Marymount Kindergarten",103.857018,1.340333
"Jamiyah Child Care Centre",103.844763,1.370906
"Charis Montessori @ Elim",103.864596,1.323719
"Mlc (Canberra) ",103.815429,1.455317
"Mlc (Bedok Reservoir) ",103.925831,1.336733
"Pcf Sparkletots Preschool @ Geylang Serai Blk 14 (Kn)",103.879775,1.33583
"Pcf Sparkletots Preschool @ Punggol North Blk 174d (Kn)",103.909924,1.397229
"Mlc (Yishun) ",103.835361,1.416781
"3house Kindergarten (Tampines)",103.931084,1.349181
"Mlc (Wellington) ",103.819382,1.453736
"Pcf Sparkletots Preschool @ Gambas Blk 461 (Cc)",103.8502523,1.4272274
"Mlc (Sembawang) ",103.817017,1.452962
"Mlc (Pasir Ris) Pte. Ltd",103.936062,1.379692
"Pcf Sparkletots Preschool @ Tampines - Changkat Blk 358 (Kn)",103.960943,1.354327
"Pcf Sparkletots Preschool @ Siglap Blk 170 (Kn)",103.946107,1.320704
"Pcf Sparkletots Preschool @ Toa Payoh West - Balestier Blk 205 (Ds)",103.8471859,1.342221
"Pcf Sparkletots Preschool @ Siglap Blk 172 (Cc)",103.944743,1.320671
"The Little Skool- House International ",103.9552726,1.3789473
"Kanooka School House ",103.69258,1.347214
"Star Learners @ Sengkang ",103.8970609,1.38191
"Mulberry Learning Centre@Tanjong Pagar Pte. Ltd",103.842833,1.27573
"Brighton Montessori Centres ",103.892533,1.300426
"Smart Kids Educare Llp",103.875627,1.382125
"Ichiban Montessori Childcare Centre (Fernvale) ",103.877601,1.392205
"Little Seeds Preschool",103.8685579,1.334412
"Hamilton Preschool",103.8137887,1.4560563
"Bright Juniors ",103.870771,1.355039
"My World Preschool Ltd.",103.8138847,1.4546647
"Carpe Diem Mi Schoolhouse ",103.878167,1.376769
"Eureka Schoolhouse ",103.755977,1.31981
"Sdm Childcare Centre ",103.848538,1.349394
"My World Preschool Ltd.",103.801068,1.444328
"Little Seeds Preschool @ Pphbc",103.785775,1.280349
"Supergenius Preschool Hbb ",103.9318285,1.3269794
"Grace House @ Trbk",103.8449289,1.315081
"Little Oaks Montessori Kindergarten",103.811659,1.319869
"Bethany Kindergarten",103.881883,1.34428
"Modern Montessori Kindergarten",103.929131,1.311467
"My World Preschool Ltd.",103.859772,1.315404
"Maple Bear Learning Place ",103.757663,1.315987
"My First Skool",103.792553,1.311274
"Gug Preschool @ Katong Pte Ltd",103.902914,1.3037749
"Maplebear Early Learning ",103.935509,1.3138479
"Hope Childcare Centre",103.818279,1.283653
"Ilham Child Care (East) ",103.897083,1.3321289
"Brilliant Tots @ Hougang Pte. Ltd",103.869056,1.329274
"Pcf Sparkletots Preschool @ Jurong Central Blk 308 (Cc)",103.734238,1.346994
"Star Learners @ Jurong ",103.753555,1.327445
"Safari House Preschool Sengkang",103.8751829,1.3962832
"Haven Schoolhouse @ Bahagia",103.859038,1.325383
"Little Explorers Cove",103.724741,1.347116
"My First Skool",103.8969122,1.3165926
"Raffles Montessori Kindergarten (Aljunied)",103.881302,1.314964
"Sunflower Preschool @ West Terra Pte Ltd",103.7439015,1.353281
"Jude Child Care And Child Development Centre",103.958675,1.367906
"Elfa Chinese Kindergarten",103.779565,1.319938
"Childfirst@Dunearn ",103.783339,1.336502
"Pcf Sparkletots Preschool @ Teck Ghee Blk 415 (Cc)",103.8536589,1.364413
"Maplebear Learning Schoolhouse ",103.887995,1.334311
"Pcf Sparkletots Preschool @ Bukit Batok East Blk 241 (Kn)",103.754458,1.350917
"Kindercampus (S) ",103.865574,1.348877
"Ang Mo Kio Methodist Church Kindergarten",103.835464,1.367176
"Safari House Preschool Thomson",103.828428,1.383466
"Life Child Care Centre",103.851795,1.302195
"Mulberry Learning Centre Central ",103.8481298,1.2764991
"Nurturestars Child Care",103.9059834,1.4101557
"Sunflower Childcare & Development Centre ",103.926892,1.333317
"Zion Bishan Kindergarten",103.854621,1.347374
"Pcf Sparkletots Preschool @ Tanjong Pagar - Tiong Bahru Blk 125 (Cc)",103.828031,1.283701
"Camelot At River Valley",103.833937,1.291684
"Little Kinder Montessori Llp",103.758332,1.35777
"Kids Everland House ",103.8184772,1.4423053
"Ywca Mcnair Road Child Development Centre",103.855813,1.318534
"Ywca Bishan Child Development Centre",103.852424,1.349726
"Wesley Vineyard Childcare Ltd.",103.8539459,1.336438
"Living Sanctuary Kindergarten",103.891521,1.355771
"Sunflower Preschool @ Mindef ",103.814053,1.280269
"Learning Vision @ Work ",103.7805973,1.3463996
"Agape Little Uni. ",103.796334,1.303007
"Star Learners @ Bishan ",103.848782,1.347551
"Twinklekidz Academy ",103.921696,1.319547
"Children's Cove Preschool Pte.ltd.",103.8071308,1.2994167
"My First Skool",103.700504,1.349066
"Junior Champs Educampus ",103.8888736,1.3366773
"Junior Champs Educampus ",103.888221,1.379502
"Junior Champs @ Kovan ",103.885208,1.359336
"Ywca Bedok South Child Development Centre",103.933262,1.323912
"Pcf Sparkletots Preschool @ Sengkang West Blk 351(Ey)",103.886435,1.3933378
"Chow & Chows Childcare & Early Learning Centre Ltd.",103.757298,1.3784559
"Pcf Sparkletots Preschool @ Cheng San - Seletar Blk 435 (Kn)",103.8540699,1.367842
"Pcf Sparkletots Preschool @ Radin Mas Blk 70a (Kn)",103.816856,1.286684
"Pcf Sparkletots Preschool @ Serangoon Blk 141 (Cc)",103.874424,1.368579
"Kidz Meadow Childcare & Development Centre",103.702237,1.337995
"Little Gems Preschool ",103.845825,1.385486
"Baby Elk Infant Care Pte Ltd",103.845825,1.385486
"Pcf Sparkletots Preschool @ Admiralty Blk 571b (Cc)",103.7905059,1.430086
"Maplebear Learning Centre ",103.876105,1.363697
"Carpe Diem Schoolhouse ",103.770201,1.343378
"Ywca Ang Mo Kio Child Development Centre",103.849876,1.372718
"Cedan Kindergarten",103.90634,1.39946
"Ywca Outram Child Development Centre",103.835165,1.285734
"Ywca Marine Drive Child Development Centre",103.909269,1.3039639
"Ywca Bukit Gombak Child Development Centre",103.750152,1.356305
"Ywca Pasir Ris Child Development Centre",103.961473,1.367891
"Kidscampus Whampoa Pte Ltd",103.856984,1.324623
"Bright Juniors ",103.719135,1.338706
"Bright Juniors ",103.703085,1.336391
"Bright Juniors ",103.852862,1.344884
"Cherie Hearts Holdings ",103.743131,1.392015
"Etonhouse Bilingual Pre-School ",103.773044,1.3453599
"Little Footprints Schoolhouse (Woodland) ",103.79537,1.433116
"Chinese Kindergarten",103.835925,1.285749
"Star Learners @ Woodlands Circle ",103.796607,1.44563
"Modern Montessori Child Care & Development Centre ",103.877951,1.354867
"Sunflower Preschool @ Teck Ghee ",103.8582098,1.3682465
"Little Footprints Preschool @ Boon Keng Pte Ltd",103.865965,1.319582
"Pcf Sparkletots Preschool @ Queenstown Blk 53a (Cc)",103.807639,1.293339
"Sheffield Kidsworld (Cck) ",103.741593,1.384919
"Darul Ghufran Mosque Kindergarten",103.939999,1.355562
"Wchester Preschoolers ",103.81581,1.296523
"Pcf Sparkletots Preschool @ Tampines Central Blk 868a (Kn)",103.933865,1.354776
"My World Preschool Ltd",103.8434789,1.4198838
"Lutheran Child Care Centre",103.830971,1.434661
"Rainbow Cove Educational Services ",103.937724,1.314924
"Bethel Child Development Centre",103.883918,1.320398
"Pcs Jurong West Centre",103.718326,1.3515919
"Greenland Childcare @ Fernvale ",103.8813451,1.3965076
"Kidscampus Tpcc Pte Ltd",103.8416,1.276079
"Pcf Sparkletots Preschool @ Fengshan Blk 76 (Cc)",103.941615,1.328248
"St. Paul's Church Kindergarten",103.881977,1.358467
"Cgm Kindergarten",103.746733,1.377069
"Picket Fence @ Tampines ",103.936553,1.347639
"Pcf Sparkletots Preschool @ Paya Lebar Blk 221 (Cc)",103.883883,1.357017
"Pcf Sparkletots Preschool @ West Coast Blk 728 (Kn)",103.763688,1.30535
"Maplebear Explorers ",103.829284,1.386821
"Inspire Kids International (Woodlands) Llp",103.792311,1.440406
"Pat's Schoolhouse ",103.778884,1.318357
"Pcf Sparkletots Preschool @ Bedok Reservoir - Punggol Blk 713 (Ds)",103.922496,1.336675
"Safari House Babies & Toddlers",103.789637,1.303709
"Carpe Diem Kidz Playhouse ",103.827427,1.455371
"Mindchamps Preschool @ Serangoon Pte. Limited",103.861482,1.352087
"Chow & Chows Childcare & Early Learning Centre (Cck 542) Ltd.",103.744779,1.393563
"Thinkkidz",103.845825,1.385486
"Chappie Tots Center ",103.933686,1.3274919
"Huda Childcare (Wrr) Pte Ltd",103.8023911,1.434085
"My First Skool",103.823654,1.453107
"Sunshine Kids Care Centre @ Tampines ",103.9401179,1.3562505
"My First Skool",103.801588,1.439805
"Wharton Preschool ",103.8706321,1.3759624
"Kinderland Preschool",103.905569,1.302638
"Little Seeds Preschool",103.750564,1.346157
"Victoria Montessori Schoolhouse ",103.934117,1.3486689
"Pcf Sparkletots Preschool @ Tampines-Changkat Blk 112 (Cc)",103.947349,1.346328
"Learning Vision @ Work ",103.9652535,1.3385124
"Pcf Sparkletots Preschool @ Tanjong Pagar - Tiong Bahru Blk 130 (Kn)",103.829053,1.280378
"Star Learners @ Changi Simei ",103.950315,1.34379
"Little Hands Montessori Kindergarten",103.829271,1.301415
"Maplebear Learning House ",103.886368,1.356656
"Global Tots @ Braddell ",103.862001,1.344646
"Learning Vision @ Work ",103.8925185,1.319657
"Maplebear Kids' Kingdom ",103.904373,1.306846
"E-Bridge Pre-School ",103.8934565,1.4026592
"Kidscampus Chai Chee ",103.9318285,1.3269794
"Zee Schoolhouse ",103.8927099,1.30782
"Pcf Sparkletots Preschool @ Woodlands Blk 853 (Cc)",103.792973,1.439407
"Star Learners @ Bukit Batok ",103.754909,1.351564
"Childcare @ The Enrichment ",103.694113,1.338574
"Pcf Sparkletots Preschool @ Punggol Coast Blk 676b (Ds)",103.909558,1.4051523
"Little Footprints Preschool @ Punggol Beach ",103.908837,1.419646
"Pcf Sparkletots Preschool @ Nee Soon East Blk 367 (Ey)",103.845203,1.429603
"Star Learners @ Rivervale ",103.902423,1.392794
"Maplebear Learning Journey ",103.832445,1.375647
"Moe Kindergarten @ West Spring",103.7652356,1.3895049
"E-Bridge Pre-School ",103.8445772,1.4186373
"Berry Tree Preschool@Sembawang Private Limited",103.819382,1.453736
"Cherrybrook Preschool East Coast ",103.928364,1.314077
"Totsville Montessori Kindergarten (Bishan)",103.845357,1.357937
"Masterminds Kindergarten",103.84196,1.31165
"Moe Kindergarten @ Punggol Green",103.8988531,1.4018544
"Little Seeds Preschool @ Calvary Baptist Church",103.8742199,1.332602
"Star Learners @ Yio Chu Kang ",103.842271,1.379222
"Star Learners @ Tampines East ",103.954746,1.351127
"Star Learners @ Sengkang West ",103.865661,1.388166
"Sunshine Kids Preschool @Woodlands Pte Ltd",103.803967,1.442858
"Star Learners @ Bukit Panjang ",103.766268,1.3861
"Star Learners @ Cck Central ",103.746333,1.380697
"Star Learners @ Siglap ",103.925143,1.322651
"Star Learners @ Sembawang ",103.824377,1.439427
"Pcf Sparkletots Preschool @ Pasir Ris West Blk 738 (Kn)",103.936588,1.37906
"Star Learners @ North East ",103.886691,1.396759
"Star Learners @ Cck Sports Centre ",103.748067,1.390985
"The Orange Academy (Yishun) ",103.8359864,1.4284725
"Star Learners @ Yung Ho ",103.724765,1.326983
"Star Learners @ Bedok ",103.9398159,1.324302
"Star Learners @ Tanjong Pagar ",103.842833,1.27573
"Star Learners @ Pasir Ris ",103.942041,1.382272
"Star Learners @ Hougang ",103.898365,1.371303
"Star Learners @ Ang Mo Kio ",103.848332,1.365625
"Star Learners @ Boon Keng ",103.859772,1.315404
"Star Learners @ Sembawang Way ",103.818602,1.449646
"Star Learners @ Bishan Central ",103.849885,1.348631
"Star Learners @ Woodlands ",103.8023911,1.434085
"Star Learners @ Telok Blangah Pte Ltd",103.808121,1.273562
"Star Learners ",103.906008,1.316281
"Star Learners @ Hougang Central ",103.8936219,1.376462
"Star Learners @ Tampines ",103.947203,1.354673
"Star Learners @ Woodlands 888 Pte Ltd",103.79527,1.437703
"Star Learners @ Ubi ",103.903084,1.329339
"Star Learners @ Yishun ",103.8431867,1.4363508
"Star Learners @ Bukit Merah ",103.827569,1.278857
"Star Learners @ Jurong West ",103.6965589,1.350145
"Carpe Diem Little Green House ",103.8023911,1.434085
"Star Learners Respect ",103.830882,1.361508
"Little Dolphins Playskool",103.761546,1.3044579
"Greenfield Montessori Child Care ",103.747126,1.377785
"Gate Junior Preschool",103.949882,1.32229
"Aces Montessori Kidz Kindergarten",103.959529,1.368309
"Junior Playworld Child Care & Development Centre",103.897522,1.37136
"Chiltern House Forum",103.828639,1.306339
"Pat's Schoolhouse ",103.819842,1.291379
"Church Of The Holy Trinity Kindergarten",103.949063,1.348692
"St. James' Church Kindergarten",103.796509,1.312536
"My First Skool",103.9399573,1.3311471
"Precious Angels Playland",103.847947,1.335808
"My World Preschool Ltd.",103.9352509,1.353541
"Pat's Schoolhouse ",103.909441,1.3061609
"Pcf Sparkletots Preschool @ Bukit Timah Blk 305 (Cc)",103.765861,1.32201
"St. Hilda's Kindergarten",103.900779,1.307808
"Brilliant Tots Infant And Childcare",103.87369,1.384184
"Little Village On The Grange",103.831607,1.299598
"My First Skool",103.905281,1.301072
"My World Preschool Ltd.",103.9168792,1.4025191
"Etonhouse Pre-School ",103.798416,1.331149
"Eshkol Valley @ Northstar ",103.875414,1.377918
"True Way Presbyterian Kindergarten",103.805931,1.293652
"Pcf Sparkletots Preschool @ Ayer Rajah Blk 48 (Ds)",103.739773,1.320536
"My Montessori Preschool @Bullion",103.836722,1.391603
"Little Seeds Preschool",103.719944,1.347969
"Carpe Diem Childcare ",103.906223,1.301845
"Pearlbank Montessori Kindergarten",103.779813,1.287526
"A Star Childcare ",103.8751201,1.376626
"Blossom Glittering Campus ",103.8947139,1.298394
"Repton Schoolhouse",103.8050545,1.2873346
"Innate Montessori @ Science Park2 ",103.781881,1.28646
"Little Fairyland Child Care & Development Centre",103.913701,1.309236
"Learning Hub@Graceland ",103.776131,1.34234
"The Little Skool-House At-Kk Hospital",103.847159,1.307661
"Sdm Childcare Centre ",103.74569,1.376911
"Safari House Preschool Bt Batok",103.748504,1.365784
"Maplebear Little Gems ",103.8510873,1.3431658
"Posso Preschool @ Big Box ",103.7448158,1.3316193
"Eshkol Valley @ Gospel Light ",103.9136756,1.3914924
"Sam's Early Learning Centre ",103.82816,1.295544
"Pcf Sparkletots Preschool @ Sengkang Central Blk 277b (Ey)",103.894509,1.382338
"Bethel Preschool",103.870931,1.344338
"Bethesda (Pasir Ris) Kindergarten",103.964391,1.367897
"Smartz Playhouse ",103.9419379,1.31808
"Al-Nasry Childcare ",103.962378,1.355099
"My First Skool",103.7491052,1.3775748
"Pcf Sparkletots Preschool @ Tampines East Blk 261 (Kn)",103.950836,1.354257
"Pat's Schoolhouse ",103.84615,1.380399
