"Name","X","Y"
"Pcf Sparkletots Preschool @ Nee Soon Central Blk 737 (Kn)",103.832248,1.4290639
"Mindchamps Preschool@Fusion ",103.787656,1.299622
"Little Fellow Childcare",103.910552,1.311723
"Faith Kindergarten",103.796967,1.302806
"Kiddiwinkie Schoolhouse @ Upper Bukit Timah",103.773769,1.342457
"Pcf Sparkletots Preschool @ Bukit Timah Blk 12 (Cc)",103.772782,1.338392
"Etonhouse Pre-School ",103.802301,1.328337
"Little Tree House @ Pasir Ris ",103.944492,1.380311
"Sunflower @ Yunnan ",103.69172,1.339404
"Queenstown Good Shepherd Kindergarten",103.807183,1.294919
"My World Preschool Ltd",103.8909577,1.4023353
"Greentree Montessori Children Hub ",103.823802,1.425741
"Nurturestars ",103.817404,1.277696
"Moe Kindergarten @ Dazhong",103.7485279,1.359
"Skool4kidz Centre",103.8455,1.424269
"Pcf Sparkletots Preschool @ Joo Chiat Blk 15 (Kn)",103.907658,1.312265
"The Little Skool-House International ",103.942969,1.353213
"Safari House Preschool",103.779372,1.303873
"My First Skool",103.9012886,1.410375
"Little Treasures Childcare (Macpherson) ",103.871274,1.328486
"Pcf Sparkletots Preschool @ Bishan North Blk 409 (Cc)",103.834677,1.362492
"Skool4kidz Centre",103.9294652,1.3512855
"Pcf Sparkletots Preschool @ Tampines - Changkat Blk 318 (Kn)",103.955978,1.351617
"Moe Kindergarten @ Westwood",103.7004708,1.3472361
"St. Joseph's Church Childcare Centre",103.768145,1.367748
"Pcf Sparkletots Preschool @ Serangoon Blk 226 (Kn)",103.870712,1.356886
"Pcf Sparkletots Preschool @ Serangoon Blk 125 (Kn)",103.872153,1.366521
"My First Skool",103.747365,1.382447
"St Joseph's Home Infant And Childcare",103.7079168,1.3504372
"Mindchamps Preschool @ Jurong West ",103.694113,1.338574
"Pcf Sparkletots Preschool @ Braddell Heights Blk 335 (Cc)",103.870876,1.349491
"Pcf Sparkletots Preschool @ Braddell Heights Blk 246 (Cc)",103.869721,1.352131
"Bethel Tots Centre",103.883992,1.3209439
"Cambridge Cdc @ Sengkang ",103.904514,1.390406
"Pcf Sparkletots Preschool @ Whampoa Blk 112 (Kn)",103.856762,1.326124
"Pcf Sparkletots Preschool @ Whampoa Blk 106 (Kn)",103.860887,1.3211
"Cambridge Cdc @ Dairy Farm ",103.769632,1.367851
"Pcf Sparkletots Preschool @ Jurong Central Blk 404 (Cc)",103.722454,1.353872
"Pcf Sparkletots Preschool @ Jurong Central Blk 403 (Cc)",103.721671,1.35374
"Pcf Sparkletots Preschool @ Jurong Central Blk 490 (Kn)",103.72697,1.349542
"My First Skool",103.899296,1.398287
"My First Skool",103.88928,1.390977
"Ppis Child Development Centre - Jurong",103.694069,1.346103
"Pcf Sparkletots Preschool @ Cheng San-Seletar Blk 502 (Cc)",103.849892,1.375694
"Pcf Sparkletots Preschool @ Cheng San - Seletar Blk 533 (Kn)",103.852875,1.37414
"New Life Community Services",103.760383,1.37978
"My First Skool",103.907111,1.391541
"Mindchamps Preschool@Macpherson ",103.87937,1.3282719
"Pcf Sparkletots Preschool @ Bukit Gombak Blk 535 (Ds)",103.750231,1.354954
"Pcf Sparkletots Preschool @ Bukit Gombak Blk 512 (Cc)",103.752678,1.354038
"Pcf Sparkletots Preschool @ Bukit Gombak Blk 395a (Cc)",103.751851,1.363934
"My First Skool",103.887583,1.318508
"Capella Preschool ",103.8813575,1.3189699
"Americare Child Development Centre",103.885242,1.313753
"Ichiban Montessori Kiddie Kollege ",103.760164,1.386707
"Ichiban Montessori Childcare Centre (Purvis) ",103.855409,1.296369
"My First Skool",103.748112,1.381511
"My First Skool",103.89069,1.38786
"Pcf Sparkletots Preschool @ Bishan East - Thomson Blk 197 (Kn)",103.850622,1.3491089
"Pcf Sparkletots Preschool @ Bishan East-Thomson Blk 181 (Cc)",103.853042,1.34872
"Pcf Sparkletots Preschool @ Bishan East - Thomson Blk 309 (Kn)",103.8374539,1.35103
"Little Footprints Preschool ",103.901473,1.39217
"Licdo @ Rivervale Preschool Team ",103.906545,1.389939
"Mindchamps Preschool @Junction 10 Pte Limited",103.760383,1.37978
"Acekidz @ Sg ",103.8432076,1.4328714
"Kampung Siglap Mosque Kindergarten",103.927507,1.309723
"Learning Vision @ Work ",103.790547,1.289052
"Pcs Ghim Moh Centre",103.787954,1.312641
"Al-Istighfar Mosque Kindergarten",103.964096,1.371115
"Seeds Learning Place @ Tides ",103.906951,1.307532
"Pcf Sparkletots Preschool @ Nanyang Blk 934 (Kn)",103.688633,1.34234
"My First Skool",103.9021738,1.40669
"Maplebear Shining Stars ",103.943242,1.383218
"Children's Vineyard Kindergarten",103.90304,1.312609
"Hope Community Kindergarten - Sembawang",103.81481,1.454723
"Chatsworth Preschool",103.768672,1.299779
"Agape Montessori House Kindergarten",103.832132,1.378387
"Mindchamps Preschool@One Raffles Place Pte.ltd",103.851082,1.284479
"Odyssey The Global Preschool ",103.909372,1.3068979
"Brighton Montessori International Pre-School @ Frankel",103.919729,1.313402
"Pcf Sparkletots Preschool @ Marine Parade Blk 46 (Ds)",103.91249,1.305121
"Ppis Child Development Centre - Jurong West",103.691582,1.343304
"Ppis Child Development Centre - Bedok Reservoir",103.922809,1.33531
"Ppis Child Development Centre - Bukit Batok",103.768374,1.347411
"Ppis Child Development Centre - Sembawang Vista",103.820818,1.44646
"Ppis Child Development Centre - Pasir Ris1",103.952232,1.366839
"Ppis Child Development Centre - Pasir Ris 2",103.959325,1.364729
"Little Tree House @ Westwood ",103.701523,1.351962
"Little Tree House @ Sembawang Llp",103.825913,1.43838
"Little Tree House @ Hougang ",103.892644,1.369235
"Little Tree House Llp",103.892467,1.369056
"Mindchamps Preschool@The Brooks Ii Pte Limited",103.8195465,1.4048406
"Learninghill Educare ",103.927633,1.316459
"Bright Juniors ",103.826506,1.274813
"Pcf Sparkletots Preschool @ Zhenghua Blk 620 (Kn)",103.761615,1.385843
"Moe Kindergarten @ Naval Base",103.839091,1.416055
"Primrose Preschool",103.8070616,1.4383031
"Etonhouse Pre-School ",103.84105,1.317183
"Nafa Arts Preschool",103.91401,1.30934
"Safari House Preschool Vanda",103.798482,1.331752
"Little Paddington Preschool Tanglin ",103.792627,1.335517
"Little Gems Preschool @ Redhill Pte Ltd",103.811644,1.285298
"Sdm-Moriah Preschool (Greenwich) ",103.8693276,1.3875706
"Between Two Trees (Clarke Quay) Pte Ltd",103.844007,1.288187
"Sdm-Moriah Preschool (Flora Vista) ",103.8508911,1.3914878
"Ecokidd Childcare ",103.818918,1.402986
"Pcf Sparkletots Preschool @ Sengkang West Blk 416a (Ds)",103.8798076,1.3904267
"Kinderland Preschool",103.854427,1.3910419
"Raffles Montessori Kindergarten (Still Road)",103.907832,1.309724
"Young Minds Childcare Centre ",103.776199,1.431552
"My Learning Haven (Suntec)",103.858967,1.295968
"Hui Ming Child Development Centre",103.853042,1.373409
"Amar Kidz @ Choa Chu Kang ",103.746345,1.400449
"Moe Kindergarten @ Huamin",103.843853,1.426943
"My First Skool",103.872072,1.352222
"My First Skool",103.9160732,1.4033128
"Grow & Glow @ Pasir Ris 51 Centre",103.950836,1.367005
"Marine Parade - Aspiration Child Care Centre",103.928048,1.326276
"My First Skool",103.838243,1.369014
"Maplebear Learning Ladder ",103.7664379,1.34037
"Pcf Sparkletots Preschool @ Yio Chu Kang Blk 235 (Kn)",103.836493,1.36682
"Angel Care Centre ",103.835747,1.417519
"Bethany Child Care Centre",103.871705,1.365631
"My Prep School Pte. Ltd.",103.925843,1.307426
"Pcf Sparkletots Preschool @ Woodlands Blk 730 (Kn)",103.797887,1.442503
"Pcf Sparkletots Preschool @ Kaki Bukit Blk 526 (Kn)",103.929053,1.334331
"Inno Montessori ",103.906951,1.307532
"Lodestar Montessori Preschool Pte Ltd",103.890322,1.36049
"Pcf Sparkletots Preschool @ Punggol East Blk 143 (Kn)",103.905738,1.390083
"Little Palm Pre-School ",103.923602,1.3099
"Pcf Sparkletots Preschool @ Buona Vista Blk 32 (Cc)",103.796394,1.306585
"Pcf Sparkletots Preschool @ Kebun Baru Blk 180 (Cc)",103.838001,1.376465
"Active Learners Child Care Private Limited",103.77503,1.4299869
"Lucas Children Academy ",103.875414,1.377918
"Little Footprints Preschool ",103.897503,1.385536
"Little Footprints Preschool Pte Ltd",103.893254,1.38875
"Little Footprints Preschool Pte Ltd",103.895157,1.382518
"Little Footprints Preschool Pte Ltd",103.895983,1.394152
"Little Footprints Preschool Pte Ltd",103.908331,1.39672
"Totsville Montessori Kindergarten Pte Ltd",103.936481,1.381769
"My First Skool",103.8853509,1.3108018
"Skool4kidz Centre",103.9391737,1.3584847
"Little Greenhouse @ Tampines ",103.936851,1.357635
"Pat's Schoolhouse ",103.76687,1.293541
"Moe Kindergarten @ North Vista",103.89588,1.382913
"Pcf Sparkletots Preschool @ Telok Blangah Blk 44 (Cc)",103.810491,1.271305
"Emmanuel Child Educare",103.825961,1.4412339
"Pcf Sparkletots Preschool @ Keat Hong Blk 411 (Ds)",103.741252,1.38105
"The Orange Tree (Alexandra) ",103.799746,1.27696
"Pcf Sparkletots Preschool @ Eunos Blk 629 (Cc)",103.914627,1.334216
"Carpe Diem Starlets 2 ",103.750118,1.378837
"Pcf Sparkletots Preschool @ Ulu Pandan Blk 15 (Cc)",103.788369,1.309118
"Carpe Diem Starlets Sparkle ",103.818518,1.282631
"Bethlehem Educare Centre (Yishun)",103.840848,1.431434
"Sunnytots Schoolhouse",103.839412,1.42198
"Pcf Sparkletots Preschool @ Bukit Panjang Blk 412 (Cc)",103.7681489,1.382935
"Agape Little Uni. @ Cecil ",103.849324,1.281097
"Pcf Sparkletots Preschool @ Fengshan Blk 126 (Ds)",103.938667,1.328294
"Amazing Star Montessori House (Greenridge)",103.766361,1.384839
"Li'l Einsteins Early Learning Centre ",103.827459,1.437106
"Pcf Sparkletots Preschool @ Tampines Central Blk 858 (Cc)",103.937941,1.354336
"Apollo International Preschool Private Limited",103.949973,1.322262
"Pcf Sparkletots Preschool @ Hong Kah North Blk 447 (Cc)",103.7398486,1.3527196
"Pcf Sparkletots Preschool @ Buona Vista Blk 54 (Ds)",103.797152,1.300842
"Brainy Bunch International Montessori (Sembawang)",103.8275589,1.437187
"Kinder Kids International Preschool Pte. Ltd.",103.793667,1.337685
"Spring Brainy Kidz (Bukit Batok) ",103.7480459,1.3437583
"Maplebear Elite Preschool ",103.690675,1.3373139
"Berry Tree Preschool Private Limited",103.890438,1.390292
"Charis Montessori Preschool",103.91289,1.319749
"Cherrybrook Preschool Farrer",103.806895,1.31785
"Maple Bear Educare ",103.82854,1.307644
"Islander Pre-School ",103.828456,1.24855
"Sunflower Preschool @ Dakota Pte Ltd",103.885188,1.308985
"Pcf Sparkletots Preschool @ Nee Soon East Blk 223 (Kn)",103.835433,1.434477
"Kidscampus Bukit Merah ",103.81576,1.285015
"Happy Kids Preschool ",103.905896,1.322912
"White Lodge Preschool River Valley ",103.841965,1.2944199
"White Lodge, Upper East Coast ",103.971603,1.36494
"Little Seeds Preschool @ The Salvation Army",103.768067,1.380306
"Little Seeds Preschool @ The Salvation Army",103.75672,1.349942
"Little Seeds @ The Salvation Army",103.838932,1.379335
"Little Seeds Preschool @ The Salvation Army",103.945902,1.35107
"Little Seeds Preschool @ Capstone",103.814558,1.269704
"Iman Childcare (Jurong) ",103.721053,1.3347739
"My First Skool",103.9188218,1.4006575
"Josiah Montessori",103.850799,1.282183
"Apple Tree Playhouse ",103.8359864,1.4284725
"Cheston Montessori Preschools ",103.7680759,1.319023
"Acekidz @ Sg ",103.7217358,1.3321757
"Caelum Junior @ Downtown East ",103.9552726,1.3789473
"Eileen's Education Hub ",103.964726,1.367095
"White Lodge, Upper Bukit Timah ",103.7685489,1.359775
"Carpe Diem Childcare ",103.87514,1.357674
"Jus Infants @ Macpherson ",103.878989,1.328694
"Busy Bees Singapore Pte.ltd.",103.8411444,1.4273205
"School House Bythegarden @ Sengkang ",103.900367,1.391484
"Little Greenhouse @ S553 ",103.871081,1.371766
"Creativeland Childcare And Development Centre@Crescent ",103.748237,1.40406
"Amar Kidz @ Hougang Central ",103.896022,1.373634
"Eq Educare ",103.745452,1.38504
"Sunflower Preschool @ Balestier ",103.855541,1.323673
"Spring Brainy Kidz (Potong Pasir) ",103.863384,1.33606
"Brilliant Tots Academy ",103.876446,1.347444
"E-Bridge Pre-School ",103.8806558,1.3918966
"Little Preschool Pte. Ltd",103.9503146,1.3717622
"Kiddy Up ",103.85216,1.297675
"Ace@Work Childcare ",103.767503,1.37352
"E-Bridge Pre-School ",103.7985269,1.4310171
"E-Bridge Pre-School ",103.7372698,1.3561539
"Maplebear Learning Garden ",103.788392,1.30528
"Rosemary Hall (Katong) ",103.905406,1.310912
"Rainbow Cove @ Alexandra ",103.801381,1.273673
"Pcf Sparkletots Preschool @ Bukit Timah Blk 312b (Ds)",103.7645932,1.3195866
"Kent Ridge Baby Cove Pte. Ltd",103.796517,1.285157
"Little Green House @ Hougang ",103.889266,1.358766
"Pcf Sparkletots Preschool @ Zhenghua Blk 528 (Kn)",103.765475,1.3851469
"Pcf Sparkletots Preschool @ Tampines - Changkat Blk 284 (Kn)",103.95246,1.349076
"Alora Childcare (Leng Kee) ",103.8143879,1.289514
"Saint Elmo's Child Care",103.8808279,1.376176
"Ichiban Montessori Childcare Centre (Khc) ",103.7431582,1.3729428
"Summer Montessori",103.724765,1.326983
"Huda Childcare (Woodlands11) ",103.8023911,1.434085
"Elite Learning Kindergarten ",103.697408,1.34439
"Pcf Sparkletots Preschool @ Bukit Batok Blk 148 (Kn)",103.743855,1.349302
"Pcf Sparkletots Preschool @ Bukit Batok East Blk 285c (Kn)",103.746388,1.337933
"Safari House Preschool Woodlands",103.8023911,1.434085
"Akarui Early Years Learning Centre Pte. Ltd.",103.844907,1.278261
"Pcf Sparkletots Preschool @ Bukit Batok Blk 180 (Kn)",103.742727,1.345573
"St Anthony's Child Care Centre",103.778521,1.42946
"Pcf Sparkletots Preschool @ Cashew (Cc)",103.7631935,1.3782781
"Pcf Sparkletots Preschool @ Nee Soon East Blk 357 (Ey)",103.845927,1.42591
"Moe Kindergarten @ Frontier",103.6997742,1.336843
"Littlesparks Montessori And Enrichment Centre ",103.919134,1.315884
"Touch Community Services Limited",103.885875,1.370676
"Injenius Preschool ",103.882517,1.365015
"Sunshine Park Preschool Limited Liability Partnership",103.8487619,1.363639
"Maplebear Early Achievers ",103.796717,1.278141
"Pcf Sparkletots Preschool @ Yio Chu Kang Blk 644 (Kn)",103.840956,1.379137
"Pcf Sparkletots Preschool @ Zhenghua Blk 455a (Kn)",103.7710649,1.387684
"Pcf Sparkletots Preschool@Ang Mo Kio-Hougang Blk 642 (Cc)",103.879699,1.371775
"Little Dolphins Playskool",103.744385,1.379519
"Pcf Sparkletots Preschool @ Nanyang Blk 922 (Cc)",103.689219,1.3396269
"Superland Pre-School (Tbcc) ",103.831822,1.283506
"Etonhouse International Research Pre-School Pte Ltd",103.886673,1.300469
"Skool4kidz Centre",103.8967808,1.4071601
"Pibos Garden Playhouse",103.814752,1.323441
"Milagros De Montessori School - Queens Close",103.799842,1.293302
"Seedlings Montessori Alexandra ",103.810934,1.292802
"Little Paddington Preschool Tanglin Park ",103.815309,1.297526
"Preschool For Multiple Intelligences ",103.8412759,1.316604
"Iyad-Perdaus Nurture Care",103.888211,1.380033
"Iyad-Perdaus Child Development Centre",103.742653,1.341551
"Jenius Kindergarten",103.883749,1.377577
"Joyful Jenius Preschool",103.871295,1.37338
"Licdo @Bedok Preschool Team ",103.907435,1.333657
"Ymca Child Development Centre",103.769188,1.387427
"Maplebear Whiz Kids ",103.847102,1.303533
"Pcf Sparkletots Preschool @ Tampines Central Blk 713 (Cc)",103.937629,1.359497
"Twinklekidz Playhouse ",103.848442,1.337838
"Enfant Educare ",103.862612,1.308298
"E-Bridge Pre-School ",103.902111,1.382687
"Carpe Diem Kindercare ",103.909256,1.3302179
"Riverlife Kindegarten",103.957872,1.378617
"Skool4kidz Centre (Ds)",103.8337059,1.444607
"Pcf Sparkletots Preschool @ Nee Soon Central Blk 646 (Ds)",103.8375949,1.422142
"Catholic Kindergarten",103.88173,1.359969
"Pcf Sparkletots Preschool @ Keat Hong Blk 801 (Ds)",103.7424992,1.3751722
"Dayspring Child Care Centre Llp",103.8990868,1.4152492
"Just Kids @ Jurong ",103.737778,1.344288
"Kindertown Educare ",103.900402,1.391421
"Pcf Sparkletots Preschool @ Nee Soon South Blk 852 (Ey)",103.83677,1.41596
"Pcf Sparkletots Preschool @ Nee Soon South Blk 879 (Ey)",103.835982,1.414471
"Pcf Sparkletots Preschool @ Tampines Central Blk 725 (Ds)",103.935196,1.357033
"Pcf Sparkletots Preschool @ Telok Blangah Blk 2 (Kn)",103.782692,1.302811
"Barker Road Methodist Church Kindergarten",103.834694,1.318914
"Modern Montessori Preschool Centre",103.832458,1.355914
"Skool4kidz Centre",103.8031262,1.4483596
"Pcf Sparkletots Preschool @ Ang Mo Kio - Hougang Blk 632 (Ds)",103.880707,1.370676
"Pcf Sparkletots Preschool @ Yuhua Blk 108 (Cc)",103.736721,1.338307
"Pcf Sparkletots Preschool @ Yuhua Blk 233 (Cc)",103.740798,1.340309
"Pcf Sparkletots Preschool @ Yuhua Blk 264 (Cc)",103.741116,1.343716
"Pcf Sparkletots Preschool @ Yuhua Blk 317 (Kn)",103.730897,1.3470629
"Pcf Sparkletots Preschool @ Nee Soon South Blk 781 (Cc)",103.83219,1.422229
"Pcf Sparkletots Preschool @ Nee Soon South Blk 723 (Cc)",103.82975,1.426015
"Pcf Sparkletots Preschool @ Nee Soon South Blk 875 (Ds)",103.836184,1.414819
"Pcf Sparkletots Preschool @ Ang Mo Kio-Hougang Blk 937 (Cc)",103.879451,1.374681
"Pcf Sparkletots Preschool @ Ang Mo Kio - Hougang Blk 970 (Ds)",103.880428,1.378796
"My First Skool",103.721143,1.350324
"My First Skool",103.711314,1.348338
"Agape Kids Campus Llp",103.765574,1.37033
"My First Skool",103.700565,1.339994
"Agape Child Care(Jw) ",103.704319,1.352197
"Pcf Sparkletots Preschool @ Chong Pang Blk 288 (Cc)",103.837548,1.439977
"Pcf Sparkletots Preschool @ Chong Pang Blk 142 (Cc)",103.830436,1.430861
"Pcf Sparkletots Preschool @ Chong Pang Blk 115b (Cc)",103.827026,1.433284
"Pcf Sparkletots Preschool @ Chong Pang Blk 122 (Kn)",103.830913,1.434935
"Pcf Sparkletots Preschool @ Chong Pang Blk 107 (Kn)",103.827305,1.432263
"Pcf Sparkletots Preschool @ Changi-Simei Blk 233 (Cc)",103.956512,1.344255
"Lavender Meadows Academy ",103.8548519,1.305783
"Pcf Sparkletots Preschool @ Gambas Blk 408 (Kn)",103.848387,1.426316
"Carpe Diem Kidsworld ",103.699966,1.3464
"Pcf Sparkletots Preschool @Zhenghua Blk 550b (Cc)",103.7672183,1.3895615
"Bethesda Katong Kindergarten",103.918114,1.316721
"Globalkids Edu ",103.871995,1.375346
"Our Juniors Global Schoolhouse ",103.896145,1.326293
"Our Juniors Global Schoolhouse ",103.896513,1.302381
"Cherie Hearts Holdings ",103.921816,1.338449
"Bright Juniors ",103.95804,1.3565449
"Bright Juniors ",103.740303,1.342154
"Bright Juniors ",103.954936,1.358207
"Bright Juniors ",103.791265,1.4451449
"Bright Juniors ",103.8381,1.414297
"Cherie Hearts Holdings ",103.853817,1.325307
"Our Juniors Global Schoolhouse ",103.947476,1.334199
"Educa-Zion Group ",103.8103409,1.2812349
"Maplebear Early Years ",103.931045,1.321835
"Moe Kindergarten @ Horizon",103.913058,1.400025
"Mulberry Learning Centre Central ",103.838911,1.310608
"Zulfa Kindergarten @ Choa Chu Kang",103.736726,1.381813
"Etonhouse Pre-School ",103.84128,1.2921149
"Kinderland Preschool",103.779565,1.319938
"Nurturestars ",103.941739,1.344724
"Mindchamps Preschool @ Upt",103.826043,1.384019
"Brilliant Tots Junior Pte Ltd",103.775012,1.343892
"Pcf Sparkletots Preschool @ Moulmein-Cairnhill Blk 50 (Cc)",103.850795,1.313728
"Moe Kindergarten @ Northoaks",103.813826,1.456638
"Moe Kindergarten @ Blangah Rise",103.808522,1.276261
"Odyssey The Global Preschool ",103.8390146,1.2976792
"Maplebear Little Lighthouse ",103.825073,1.4282729
"Pcf Sparkletots Preschool @ Bukit Batok East Blk 208 (Cc)",103.742658,1.338446
"Pcf Sparkletots Preschool@Kolam Ayer Blk 8 (Ds)",103.8720592,1.3142193
"Greenland Childcare @ Punggol Drive ",103.9091427,1.4057037
"Pcf Sparkletots Preschool @ Gambas Blk 333d (Cc)",103.8445679,1.4313582
"Superland Montessori Pre-School",103.831022,1.290222
"Emile Preschool ",103.885526,1.342757
"Kindercare @ Joo Seng ",103.881127,1.336244
"My World Preschool Ltd.",103.890291,1.362682
"Little Paddington Preschool Ec ",103.927718,1.31554
"Cambridge @ Serangoon Gardens ",103.86649,1.365696
"Mindchamps Preschool @ Marina Square",103.857422,1.290989
"Little Sage International Preschool",103.875988,1.332951
"Pcf Sparkletots Preschool @ Henderson-Dawson Blk 59 (Cc)",103.811018,1.293104
"Sunlife Educare ",103.9107159,1.3366849
"Pcf Sparkletots Preschool @ Kembangan Chai Chee Blk 116 (Ds)",103.911733,1.32282
"Loveshine Montessori Schoolhouse ",103.760149,1.357778
"Loveshine Childcare ",103.952747,1.359649
"Pcf Sparkletots Preschool @ Clementi Blk 462a (Ey)",103.765562,1.311756
"Pcf Sparkletots Preschool @ Jurong Spring Blk 515 (Cc)",103.720123,1.346037
"Our Juniors Global Schoolhouse ",103.837712,1.343424
"My First Skool",103.822289,1.444841
"Smi Berriis Preschool ",103.747167,1.400001
"Little Footprints Schoolhouse (366) ",103.845823,1.429191
"My First Skool",103.874971,1.3684909
"Blossom Discovery Centre Llp",103.867928,1.357124
"Learning Kidz Child Development Centre Llp",103.875491,1.348531
"Maplebear Smart Learners ",103.8706321,1.3759624
"Little Footprints Preschool @ Thomson ",103.8379099,1.356527
"Little Footprints Schoolhouse (Amk) ",103.875414,1.377918
"Little Footprints Schoolhouse (St. Anne's) ",103.903166,1.392269
"Little Footprints Preschool @ Aljunied ",103.879375,1.314514
"Little Footprints Schoolhouse (Y388) ",103.8471689,1.429294
"Mindchamps Preschool @ Buangkok ",103.8706321,1.3759624
"The Moral Childcare Centre",103.872893,1.347244
"My First Skool",103.866852,1.354231
"Camelot International Infant Care ",103.867803,1.353173
"Babies By-The-Park ",103.863758,1.354564
"Mindchamps Preschool@Punggol Northshore ",103.8990868,1.4152492
"My First Skool",103.872054,1.358376
"Chen Su Lan Methodist Children's Home (Child Care Division)",103.861963,1.368436
"Preschool For Multiple Intelligences International ",103.910166,1.321574
"Wesley Vineyard Childcare Ltd.",103.876031,1.373728
"Rosyth Child Care Centre",103.869747,1.357428
"Amazing Star Montessori House (Sn)",103.8702,1.3707339
"Discovery Kidz Preschool ",103.951447,1.3271059
"Eureka Schoolhouse ",103.957656,1.338383
"My Jolly Educare ",103.958805,1.339421
"Bloom Educare ",103.962842,1.346849
"Changi Bethany School-House",103.961713,1.3416809
"Mindchamps Preschool @ Changi Business Park ",103.964995,1.334908
"Kinderland Preschool",103.883638,1.357437
"The Kiddiwinkie Place ",103.839896,1.310416
"Kiddwinkie Schoolhouse ",103.832893,1.307909
"Pat's Schoolhouse ",103.847818,1.303737
"Pat's Schoolhouse ",103.829498,1.308048
"Pcf Sparkletots Preschool @ Sengkang West Blk 436d (Ey)",103.876613,1.39208
"Ismart Montessori",103.772851,1.379094
"Mulberry Learning Centre@Cck ",103.745794,1.377436
"My World Preschool Ltd.",103.839874,1.437374
"Shalom Kindergarten",103.958504,1.378133
"Tpbc Kindergarten",103.8806649,1.350963
"Maplebear Development Centre ",103.8142608,1.4442612
"St Francis Xavier Kindergarten",103.863703,1.358203
"St. Francis Of Assisi Kindergarten (Jurong West)",103.716664,1.3518889
"Posso Preschool @ Tampines Point ",103.942261,1.353041
"Global Tots @ Mountbatten ",103.894135,1.299742
"Cherie Hearts @ Charlton ",103.881513,1.3564179
"Brilliant Tots ",103.700964,1.338001
"Pcf Sparkletots Preschool @ Jurong Spring Blk 553 (Cc)",103.719046,1.353168
"Bright Sparks Childcare Llp",103.772749,1.430182
"Pcf Sparkletots Preschool @ Woodgrove Blk 899b (Kn)",103.794971,1.436109
"Pcf Sparkletots Preschool @ Admiralty Blk 501 (Kn)",103.792047,1.4329829
"Pcf Sparkletots Preschool @ Sembawang Blk 504a (Cc)",103.82378,1.4514
"Pcf Sparkletots Preschool @ Sembawang Blk 755 (Cc)",103.793026,1.445286
"Pcf Sparkletots Preschool @ Punggol East Blk 194 (Cc)",103.901562,1.39275
"Bubblesland Playhouse ",103.898659,1.390428
"Spring Brainy Kidz ",103.82745,1.426131
"Cherry Kidz Montessori Childcare Llp",103.826285,1.427356
"Busy Bees Singapore ",103.8995525,1.4012547
"Dnc (Education) ",103.8947554,1.3147221
"Odyssey The Global Preschool ",103.796605,1.328344
"Maplebear Gracefields Pte Ltd",103.824702,1.300526
"Maplebear Yio Chu Kang",103.864095,1.3891659
"Camberley International Pre-School Private Limited",103.881218,1.360299
"Moe Kindergarten @ Riverside",103.801516,1.447306
"Maplebear Prep School ",103.763605,1.357084
"Ichiban (Yunnan) Childcare Centre",103.692522,1.337488
"My First Skool",103.9007469,1.4001755
"Smiling Star Eduhub ",103.814104,1.44441
"Pcf Sparkletots Preschool @ Pasir Ris East Blk 426 (Ds)",103.956174,1.3699889
"United World Preschool ",103.904622,1.305511
"Smiling Star Four Seasons ",103.698342,1.342746
"Bleu Castle Llp",103.870237,1.328539
"Pcf Sparkletots Preschool @ Boon Lay Blk 207 (Ds)",103.713846,1.346188
"Little Treasures Childcare @ Wdls Circle ",103.7946259,1.44476
"Bucket House Preschool",103.8070616,1.4383031
"Workplayz Montessori",103.807729,1.277088
"My First Skool",103.8965965,1.4099741
"The Caterpillar's Cove ",103.772471,1.332823
"My First Skool",103.7053619,1.33942
"Pcf Sparkletots Preschool @ Toa Payoh East-Novena Blk 232 (Cc)",103.858741,1.337563
"Learningones Llp",103.759705,1.337164
"Pcf Sparkletots Preschool @ Zhenghua Blk 632a (Cc)",103.758238,1.38497
"Pcf Sparkletots Preschool@Yio Chu Kang Blk 611 (Cc)",103.837073,1.378346
"Pcf Sparkletots Preschool @ Yew Tee Blk 690d (Kn)",103.7519389,1.402242
"Pcf Sparkletots Preschool @ Yew Tee Blk 682 (Kn)",103.745399,1.402176
"Pcf Sparkletots Preschool @ Woodlands Blk 824 (Cc)",103.788696,1.439229
"Pcf Sparkletots Preschool @ Woodlands Blk 801 (Cc)",103.786135,1.441786
"Pcf Sparkletots Preschool @ Woodlands Blk 677 (Cc)",103.801863,1.439313
"Pcf Sparkletots Preschool @ Woodlands Blk 604 (Cc)",103.796481,1.437141
"Pcf Sparkletots Preschool @ Woodlands Blk 649 (Cc)",103.800945,1.438968
"Pcf Sparkletots Preschool @ Woodlands Blk 875 (Kn)",103.789607,1.442564
"Mindchamps Preschool @ Tpy Pte. Limited",103.848532,1.332516
"Pcf Sparkletots Preschool @ Woodlands Blk 652 (Kn)",103.799762,1.437962
"Pcf Sparkletots Preschool @ Woodgrove Blk 894d (Cc)",103.790275,1.435649
"Pcf Sparkletots Preschool @ Woodgrove Blk 364 (Kn)",103.786441,1.434009
"Deerland Pre-School",103.85028,1.3420129
"Pcf Sparkletots Preschool @ West Coast Blk 611 (Cc)",103.769038,1.303965
"Pcf Sparkletots Preschool @ Ulu Pandan Blk 24 (Ds)",103.785623,1.308896
"Pcf Sparkletots Preschool @ Toa Payoh West - Balestier Blk 45 (Ds)",103.853705,1.336009
